concept,layer,direction,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
pc1_valence,0,top,ิด,ikala, tras,堂,Ses,회,umption,すみ,ívar, off,78.5741,74.4301,70.1727,69.8530,69.2653,69.1762,67.5727,66.5988,66.0639,65.9787
pc1_valence,0,bottom,..', لی,"%""",ylate,"..""",さんに, McCr, MBP," ,""", বলেন,-69.5859,-60.8874,-56.4489,-56.2937,-55.8069,-55.2382,-54.5631,-54.3282,-54.1460,-53.5613
pc1_valence,1,top,fir, ste,цыі,).*,ذج,""")}}",を生,).$$, зака, vern,55.9447,55.5984,55.2280,55.2096,53.7302,51.9523,51.1315,50.9298,50.4572,50.1055
pc1_valence,1,bottom, trich, Assistance,sej, échant,祐,.., pade, Scheme, sam, secretions,-71.9664,-66.9325,-66.5689,-65.6176,-63.9676,-63.8761,-63.5628,-63.2377,-62.1710,-61.9291
pc1_valence,2,top,fir, दौरा, دور,душ,是将,""")}}",ionized,).*,nullable,%+,55.1235,50.9264,50.5521,50.2761,49.3641,47.0416,46.7251,46.6260,45.9365,45.8282
pc1_valence,2,bottom,crim, ogn, disapp,apel, lett,Crawler,TestAction, 九, nob, Cat,-72.9103,-72.4036,-71.8393,-70.2723,-70.2151,-69.7480,-69.4708,-68.8773,-68.8214,-68.7870
pc1_valence,3,top,otti,动,coin, divis, produkty,imaan, coin,orso,ance, animate,62.9909,56.3504,54.2167,52.5351,51.8336,51.3639,51.3271,51.0910,51.0051,49.7722
pc1_valence,3,bottom,しろ,名は,folger, jawa,bres,leader,刷,sPath,rame,"​,",-85.6931,-79.7504,-72.6849,-71.2757,-70.8853,-70.7133,-70.5334,-70.4405,-70.1522,-70.0391
pc1_valence,4,top,ansi, Peres, divis,ความเป็น,ains,ünü,ans,nez,orso,ases,66.9951,59.8533,58.0977,55.7823,55.6237,55.3713,54.8049,54.8026,54.6728,54.3623
pc1_valence,4,bottom, ماه,يتر,sugar, н, #(,ตาล,—., soorten, slated, ใด,-82.6015,-81.3228,-76.9367,-75.8068,-75.3729,-74.3689,-74.0561,-73.9120,-73.4745,-73.4202
pc1_valence,5,top,ansi,geno,ご確認ください, invisible, sente,inoff,invisible,Todos,感到,ünü,67.3777,67.0276,65.6558,59.8711,58.9580,58.8382,57.9262,56.7588,56.2690,55.5180
pc1_valence,5,bottom, soorten,SegmentInfo,>], registrar,strom, Eb, supr,(:,(/(,ồ,-78.2666,-75.9417,-75.1692,-74.8541,-73.6996,-72.0990,-71.9853,-71.9128,-71.2694,-70.6783
pc1_valence,6,top,ibals,这个问题,ansi,ulo,ستم,inoff, Beni,Addo,Alone, divis,74.9214,69.0860,68.0192,66.9500,66.2597,65.5949,64.1756,62.5628,61.6251,61.1132
pc1_valence,6,bottom,bub, sunset, debates, freed," [,",திர,(^, soorten, صاح, Etc,-78.3618,-73.1728,-72.2451,-71.0386,-69.1679,-68.9158,-68.1208,-67.7455,-67.7256,-67.4010
pc1_valence,7,top, EDITION, topi, arti,isku,Married,により, divis,上の,打了, encant,70.8342,70.2906,66.7781,66.5163,64.0157,63.7166,63.1436,62.8589,62.7023,62.1807
pc1_valence,7,bottom,'...,<_, (...,黄,τ,/...,...?, (&,('%,ຕ,-76.1637,-75.3267,-74.3547,-74.0656,-73.7194,-71.7721,-71.7387,-71.3387,-70.7859,-69.9326
pc1_valence,8,top, معايا, kissing, primo, openness, encant, prénom, comigo, непри, conmigo, undivided,77.5716,69.0580,66.9528,66.6057,66.1311,66.1280,65.5812,65.4688,64.7013,64.0592
pc1_valence,8,bottom,('(,('%,('../,setError, zur,])*,'&, sunset," (_,",그래서,-80.1738,-78.8347,-75.6709,-71.6155,-70.8995,-70.2605,-69.7381,-67.9308,-67.7379,-67.0145
pc1_valence,9,top, promi,ዎን,անի, 싶은, uninterrupted,areti, معك, undivided, berarti, cikin,69.0350,65.9474,65.4650,65.4119,63.5708,63.3629,63.2855,63.1372,62.2611,61.5816
pc1_valence,9,bottom,asco, thereof, Eq, Equipment, equipment, software,Eq,servlet,เว็บไซต์,ifrån,-79.1866,-75.8928,-75.2497,-74.4755,-74.2553,-73.9755,-72.5021,-72.2249,-72.0490,-71.0523
pc1_valence,10,top,areti, publicação,လေး, cikin, wiad,unin, decoração,atkan, בעי,下の,89.5110,79.9408,79.2960,77.2540,77.2092,76.2039,75.3551,73.9280,73.8093,73.7367
pc1_valence,10,bottom,neg,不等, neg,(-(, SEEK, cre, CONT,}=-\,creational, ');,-67.9083,-66.1285,-64.2666,-63.2172,-60.9696,-60.9000,-60.4090,-60.1504,-59.7892,-59.6988
pc1_valence,11,top, пожалуйста,特に, nanti,の中でも,したいと思います, बताएंगे,යෙන්,omania,と思います, już,94.3924,86.2095,84.9482,80.0445,78.5655,76.0612,74.5301,73.0776,71.7668,71.2805
pc1_valence,11,bottom,-${, exposing,++;, impro, for, बढ,"={},", dispense, predicting,投げ,-77.1027,-71.3272,-69.8765,-64.5402,-64.0108,-63.6829,-63.6450,-63.4587,-62.5098,-60.9343
pc1_valence,12,top,izer, estimator,思う,KB,omości,ंबई,偲, estimation, Kare, kb,81.2642,74.1055,71.1866,71.0105,70.2729,69.4637,68.9813,67.9464,67.7163,66.9758
pc1_valence,12,bottom, ito, purple,purple,imura,polo,を展開, negras, fend,ITS, rồi,-72.2111,-71.4676,-69.5645,-62.2866,-61.8241,-61.3497,-60.8410,-60.6757,-60.4485,-60.1219
pc1_valence,13,top, attributing,Regression, normalizing, extrapolate,说了,Ordenar, estimating,orio,ottie,sampled,78.7087,76.1530,75.6612,75.5315,75.1246,73.9568,72.9059,72.4286,71.8701,71.4149
pc1_valence,13,bottom, birbirinden, alike,isme, fellow, 모두,ipad, primero,密,なお, posse,-75.2606,-73.6439,-67.9550,-66.9102,-65.3608,-64.3086,-63.7097,-63.6184,-63.5650,-63.5573
pc1_valence,14,top,全世界,全部, पूरा,ทั้งหมด, totalmente, total,All,无疑,Все, Vector,67.5827,66.7868,64.3612,63.6489,63.0860,62.9429,62.4019,61.5860,61.5776,61.0211
pc1_valence,14,bottom, Ryd,โพ, Reply, Response, McQu,ليز,갚,CallBack, dilute, Damp,-89.4159,-84.5623,-81.9831,-81.0315,-80.6219,-80.3658,-80.3390,-80.1757,-80.1667,-79.9550
pc1_valence,15,top,ための,টের,기와,数为, estarán, están, existem, têm, для,都有,92.5142,89.2779,86.1359,85.0832,84.8279,83.4359,82.0254,81.8060,80.4135,79.8235
pc1_valence,15,bottom,Response, Response, responses, response,response, tol, Responses,応答, speech,RESPONSE,-87.0616,-85.9116,-79.2794,-79.0621,-75.2495,-74.0229,-72.4330,-70.2107,-68.3136,-67.6960
pc1_valence,16,top, 즐,즐,수인, 관계로, impressing,早已, Excelente,&), appré, enjoying,111.2076,101.4637,100.9957,98.1605,95.2997,92.6999,91.4507,91.4482,90.9714,90.9491
pc1_valence,16,bottom,Response, Response,вета, silence,Reply, responses,กลับ, bild, abortion, response,-93.6178,-86.5121,-85.8515,-83.1425,-82.9659,-74.9040,-74.6411,-73.8842,-72.9415,-72.2929
pc1_valence,17,top,수인, antiqu, adventurous, stroll, intuit, beginner,chtenstein,즐, intuitively, ancient,115.9978,110.5799,110.4295,108.9782,107.1783,103.2115,102.5504,102.0983,101.4476,99.6617
pc1_valence,17,bottom,Response, Response,応答, urgente,response, abortion, délais, responses,responsive, response,-130.3040,-123.4019,-122.6115,-120.7655,-114.1325,-112.5355,-112.1160,-111.1203,-108.8267,-108.4915
pc1_valence,18,top,@],ก็ได้,whereas, Đó,があって,]@, glance, whereas, shave, square,86.1906,81.9447,79.9690,76.1357,71.8220,71.6072,71.2141,70.7189,70.5369,70.4497
pc1_valence,18,bottom, semper, nossos,ยิ่ง,IVATE, الفلسطيني,Delay, ENEM,CTED,ينا,Delayed,-81.9121,-75.9470,-73.7160,-72.5169,-71.4586,-69.5040,-69.4443,-67.7404,-67.6690,-67.1593
pc1_valence,19,top, stratigraphic,ascin, impressively, delightful, 굉장, kolay, conno, super, pioneered, supers,116.3208,116.2010,114.8103,110.7915,109.4101,108.9394,108.9342,108.2617,107.5559,107.4088
pc1_valence,19,bottom, responses, voices, remedies,の声, afectados, rhythms,voices, demandas, nitrates, deadlines,-113.1219,-112.8574,-107.0737,-106.1768,-103.6225,-103.5263,-103.5107,-102.7441,-102.6997,-102.3094
pc1_valence,20,top,fledged, delightful, impressively, demonstration,াকৃত,全新的,로운, conno, super, acquainted,111.3346,110.9837,104.1381,104.1249,103.6254,103.6197,102.2915,101.4595,100.5093,100.4656
pc1_valence,20,bottom, evenings, weekdays, remedies, nitrates, últimas, intervene, outcomes, afectadas, losers, deadlines,-112.0907,-105.0497,-102.9312,-102.3740,-101.8250,-100.0440,-99.9510,-98.0037,-96.8200,-96.5670
pc1_valence,21,top,多年的, surprising, 굉장, cree, misconception,素晴らしい,로운,多年,🤩, بالای,102.4556,102.2067,101.7735,100.8669,99.8291,97.3095,96.4933,95.4121,94.1075,93.5131
pc1_valence,21,bottom, Outcomes, outcomes, remedies, berichten, destinations,targets, sintomas, starve, symptoms, nitrates,-100.7644,-94.7628,-91.5712,-89.6275,-86.2076,-86.1356,-85.9273,-84.3808,-83.2603,-82.8969
pc1_valence,22,top, superb,良好的,素晴らしい,多年的, impressively, excellent, super, delightful, wonderful, fantastic,121.8833,121.7309,113.1818,111.4462,108.8367,107.9939,106.9710,105.4816,105.2952,104.3523
pc1_valence,22,bottom, बचें, sintomas, síntomas, symptômes, stessi, Outcomes,uchte, afectados, starve, symptoms,-90.9735,-89.8949,-87.5062,-87.5049,-86.4362,-85.5442,-82.7601,-82.3096,-81.7313,-81.7285
pc1_valence,23,top,良好的, advantageous,不错的, excellente,好的,avourable, favorable,優れた,の良い, excellent,126.4638,112.9209,111.7338,109.9148,109.3718,109.0722,108.2131,105.8461,105.3471,104.8514
pc1_valence,23,bottom, ATMs, Versuch, chronically, trying, victims, both,voices, abyss, begging, cattle,-81.6778,-76.9288,-75.2232,-74.6198,-71.9000,-71.6982,-71.6451,-71.5147,-71.2337,-70.7961
pc1_valence,24,top, wonderful, remarkable, enjoyed, merveille, delightful, wondrous, harmonious,素晴らしい, joyful, disfrut,152.2910,141.5786,141.4699,139.4386,138.8102,138.6183,138.4978,137.6589,137.6550,137.5927
pc1_valence,24,bottom, violently, peor, worse, trying, attempting, pior, offending, schlim, Worse,😡,-137.3420,-127.2492,-122.3562,-117.9045,-117.2186,-113.9997,-113.3840,-112.7149,-112.4828,-111.4614
pc1_valence,25,top, enjoyed, joyful, delightful, wonderful, enjoyable, harmonious, enjoyment, disfrut, alegría, delighted,153.2672,152.7504,150.6926,142.8727,140.1497,139.1555,138.5694,138.1121,137.4631,136.6487
pc1_valence,25,bottom, violently, worse, peor, horribly, schlim, brutally, violate,❌, offending, worst,-157.1200,-127.6053,-125.2163,-122.6422,-121.9898,-120.6526,-118.3607,-118.3533,-118.1831,-117.1818
pc1_valence,26,top, harmonious, delightful, joyful, amiable, enjoyed, wonderful, contentment, lovely, wondrous, enjoyable,144.1449,140.8524,139.1412,133.6258,132.5207,132.3695,132.0323,131.7592,131.7026,129.5526
pc1_valence,26,bottom, violently, worse, myself, peor, trying, Worse, attempting,的我, horribly, gagal,-141.4203,-133.8416,-121.7752,-119.3011,-116.3179,-116.1410,-113.7682,-112.6111,-111.9000,-111.6061
pc1_valence,27,top, joyful, delightful, harmonious, wonderful, wondrous, contentment, enjoyable, amiable, lovely, graceful,147.1289,146.8953,140.4914,137.9006,137.5983,134.4341,134.3025,134.0282,133.7079,133.4167
pc1_valence,27,bottom, violently, myself, worse, my,的我, peor, trying, meus,我不,我的,-127.9120,-124.6782,-119.9195,-119.3401,-113.7979,-108.2509,-101.6477,-101.4660,-100.8259,-100.1041
pc1_valence,28,top, enjoyed, harmonious, delightful, contentment, enjoyable, mellow, joyful, wonderful, tasteful, amiable,142.9348,140.2214,139.7062,137.6859,135.4051,134.8503,133.8715,133.2003,131.6630,131.5900
pc1_valence,28,bottom, violently, worse, peor,🤬, violate, failing, failed, offending, Worse, severely,-136.6655,-128.0506,-126.1242,-113.7924,-113.0098,-112.3242,-110.4404,-109.4540,-109.1686,-108.6573
pc1_valence,29,top, wonderful, delightful, wondrous, mellow, merveille, lovely, joyful, marvelous, gentle, gracious,123.1296,121.5577,119.3278,117.9034,116.9292,116.7244,113.7494,113.0304,112.1987,111.5628
pc1_valence,29,bottom, violently, worse, peor, Worse, worst, pior, severely,🤬, badly, horribly,-131.9279,-123.5219,-109.0823,-105.9867,-105.5590,-102.2127,-101.2819,-99.5663,-97.5960,-97.4920
pc1_valence,30,top, delightful, mellow, wondrous, gentle, wonderful, joyful, harmonious, serene, whimsical, graceful,121.2758,117.1936,117.0473,115.7061,115.0843,114.8807,110.8193,110.8060,110.7233,110.6295
pc1_valence,30,bottom, violently, worse, peor, Worse, worst, horribly, screaming,🤬, brutally, pior,-131.6090,-119.1812,-106.1746,-105.4179,-104.1368,-101.7736,-98.9153,-98.3245,-97.3617,-96.3055
pc1_valence,31,top, delightful, mellow, gentle, gracious, wondrous, joyful, graceful, wonderful, serene, thoughtfulness,119.2282,116.7033,116.5476,113.2687,112.8678,112.3197,111.9173,110.7604,110.1501,109.3590
pc1_valence,31,bottom, violently, worse, horribly, Worse, worst, peor, badly, severely, screaming,🤬,-130.5983,-114.7261,-100.9574,-100.8374,-100.5597,-99.4123,-98.1095,-97.1980,-96.7500,-96.0759
pc1_valence,32,top, wondrous, radiant, wonderful, mellow, gentle, harmonious, radiance, serene, merveille, delightful,112.7491,108.4506,108.3157,108.2731,108.1030,107.8258,107.6957,106.3343,105.2395,104.9833
pc1_valence,32,bottom, violently, worse, Worse, peor, worst, severely, horribly,🤬, screaming, badly,-127.8622,-116.1375,-105.8456,-100.3876,-100.0953,-98.2686,-94.4477,-93.5756,-92.7903,-91.9789
pc1_valence,33,top, gentle, 😊, radiant, radiance, wondrous, contentment, richness, serene, delightful, mellow,112.5541,109.2627,108.2477,108.1814,107.1950,107.0574,105.3063,105.2008,105.1311,105.0301
pc1_valence,33,bottom, violently, horribly, worse, mutilated, brutally, frantically, screaming,🤬, threatening, Worse,-129.8623,-106.0171,-105.1583,-104.4094,-102.8611,-101.4778,-101.4403,-101.3742,-98.4048,-97.6809
pc1_valence,34,top, delightful, delighted, wonderful, 😊, enjoyed, delight, gentle, enjoys, beautifully, harmonious,133.2477,125.3041,120.3453,118.6315,114.8788,113.7688,113.1863,112.6853,108.0404,108.0387
pc1_valence,34,bottom, nightmares, violently, victims, vítimas, abortions, Victims, threats, threatening, victimes, corpses,-141.2008,-141.1010,-137.3339,-136.5813,-134.8677,-134.3697,-133.1114,-132.5184,-132.2670,-131.8185
pc2_arousal,0,top, ක්, angle,pic,激安,аль,삐,度は,zat, episcop,COMP,71.0678,69.8605,62.9159,62.7607,62.2663,62.1252,61.2438,60.0734,59.9742,59.5750
pc2_arousal,0,bottom,/';,> </, վ, BC,[++, Railways, cur, ngư,众,irg,-68.9147,-67.6889,-66.2748,-64.9059,-64.5830,-61.9020,-60.9184,-60.7175,-60.6066,-60.1563
pc2_arousal,1,top, feet, ports, acrylonitrile,Feet, Ulm, 이러,veno,tikzpicture, spel, pés,74.3511,73.0027,66.3150,64.7385,64.0659,63.8853,63.8570,63.8022,63.6026,63.4347
pc2_arousal,1,bottom,et,ak,供, ترا,속, ಸಂ,Об,us,ie, Об,-71.8520,-64.3284,-64.0533,-58.3457,-57.9414,-57.8846,-57.3656,-57.0799,-56.9310,-56.2169
pc2_arousal,2,top, seri,teachers, murky, psychotic, Teachers,잡,çamento, conditionals,Teachers,orted,76.5241,68.1422,67.3349,66.0039,65.0578,64.2856,62.7759,62.6883,62.4245,61.6158
pc2_arousal,2,bottom,共,U,ount,ing, popular, vấn,E,ниц,ên, khí,-64.4923,-63.7260,-62.9267,-62.2059,-61.8455,-61.5772,-61.3838,-60.3880,-59.8458,-59.6076
pc2_arousal,3,top,🐛, 가, allá, frame,🚩, happens, ღ, Frame,즈,😐,60.4786,59.9111,59.8187,57.5443,56.5835,56.2533,55.0628,55.0585,54.8746,54.3033
pc2_arousal,3,bottom,baka,ئت,存, sinist,adj,ливо, arre,etu,oleč,жит,-80.2201,-77.1855,-75.0857,-73.4457,-72.4171,-71.9736,-71.7145,-71.1800,-70.6302,-69.9851
pc2_arousal,4,top, espl, 和, και, squ,երը, ankles, ആൻ,တွေ, Clear, titles,68.5501,64.9206,64.6097,64.5745,64.5345,62.9184,62.7278,62.5195,61.5272,61.0737
pc2_arousal,4,bottom, rét,back,rét, vigil, rem,baka, setObject,éct,rem, Rück,-72.3377,-69.7851,-68.9611,-66.8153,-65.4671,-65.0532,-65.0165,-64.9346,-64.6097,-64.5972
pc2_arousal,5,top,|+, Simulations, espl, debated, про, laboratorio, plastered, Simulation, decaying, حدث,81.9648,70.6226,70.5911,70.3289,66.2541,65.5033,65.2834,65.1785,65.0468,65.0179
pc2_arousal,5,bottom,rét, ours,وفي, Hat,abat,remia, Hatter,PositionY, tích,至,-72.3836,-62.8990,-61.3879,-60.0684,-59.7854,-56.0591,-55.2300,-55.1443,-55.0271,-54.9698
pc2_arousal,6,top, gdy, présents, اینڈ, occurs, 발생,las,strlen, Boko,的区别, simulations,70.1232,68.2228,67.5338,67.0271,66.1950,66.0074,65.7299,64.3426,64.2983,64.1318
pc2_arousal,6,bottom,rét, setObject,nere, retr,Já,บริหาร, Já, tirelessly, cuánt,ograph,-79.2698,-71.1941,-69.1984,-68.9462,-67.7017,-65.1310,-62.5931,-61.9996,-61.4608,-60.1825
pc2_arousal,7,top, aplicaciones, sobie, présents,想到,ถึง,kken,구나,들,nel, !_,71.6464,69.8338,69.4997,69.3838,68.3760,67.9588,67.8962,67.4680,67.3946,67.1777
pc2_arousal,7,bottom,rét, rétro, renegoti, reorgan,রবি, rét,ograph,Offic, bắc,正常,-79.1779,-69.0100,-67.1553,-64.1147,-61.6770,-60.5655,-60.5287,-60.1162,-58.5933,-57.9320
pc2_arousal,8,top,ことになる,려는, あの, ऐसा, 오히려,一种,那样,โ, എന്നതാണ്,那种,86.2143,83.7587,83.6807,83.4510,83.1179,81.9589,81.9459,81.0547,79.7913,79.4530
pc2_arousal,8,bottom,Burn,۰۰,००,Build, third,кура,erset, teams,تص, orchestr,-69.8347,-68.9752,-63.1298,-62.5149,-61.4686,-60.8036,-60.3915,-60.3312,-59.6818,-59.4696
pc2_arousal,9,top,中所,ลักษณะ,ğu, যে, chi, ที่, जैसी,โยชน์, ऐसा, những,77.9692,75.9029,75.6640,74.1755,73.7056,71.3772,70.3414,70.1933,69.2586,68.4014
pc2_arousal,9,bottom, collaborate,不高, collaborating,burn, Partner,irs,smoking,salted,Partner, insomnia,-80.0430,-72.5204,-70.2939,-69.6994,-68.3880,-67.9075,-66.9552,-66.2017,-65.9133,-65.7913
pc2_arousal,10,top, syllables,臨,quele, luận, någon, jaką, aquel, 应, Soll, vilken,74.0042,70.2908,70.1481,69.9828,68.6782,68.2600,68.0850,67.9834,67.8459,67.6872
pc2_arousal,10,bottom,assis,icast,治,eree,abouts,ี่ย, Scala, इनवर्स, unip,杢,-70.5855,-70.5466,-70.2128,-67.2849,-65.6736,-64.6405,-63.3591,-62.1191,-61.9076,-61.2271
pc2_arousal,11,top, mérite, צ,patan,သက်,oren,レビュー, danach, review, dựng, précédentes,75.6828,74.9397,67.0112,64.5949,64.3984,64.3914,64.2140,64.1694,64.0137,63.6109
pc2_arousal,11,bottom,Ministry, xls, receiving, coag, unmarried, Receiving, Ministry, sent, sending, pneumoniae,-72.4631,-70.4347,-70.3277,-70.2120,-69.4106,-68.9875,-68.6517,-68.4739,-68.1533,-67.5311
pc2_arousal,12,top,SegmentInfo, Zip,ermark, ZIP, צ, sebuah, mejores,Zip, полноцен,azole,80.7786,71.6126,67.8943,66.9411,66.7960,66.6179,66.4580,66.3016,66.0354,65.7547
pc2_arousal,12,bottom,increasing, electing, sacrificing,เสีย,を食べ, disseminating, decreasing, dentists, perpetuity, persisting,-75.6290,-73.0147,-72.5384,-70.9194,-70.7734,-68.5662,-68.2698,-68.1617,-67.8839,-66.4816
pc2_arousal,13,top, propia,一名,我們要,เดียวกัน, 사람이, #-, tabulation,】【, someone, documentation,84.3031,83.0480,81.5441,79.8984,79.7666,79.2842,78.7609,77.1827,75.8431,75.5893
pc2_arousal,13,bottom, últimas, mammalian,آخر, viscoelastic, cosmopolitan, heterosexual, suburban, ecosystems, plasticity,脾,-79.4933,-76.0233,-75.6984,-74.8584,-73.1686,-71.8783,-71.6178,-70.3033,-70.1096,-69.3847
pc2_arousal,14,top, Kla,माने, bowed, zwe, kla, Давайте, ya,щение,但是我, طرز,63.7220,60.9201,59.9025,59.4570,59.0258,58.0401,57.5088,57.4044,56.7547,55.3828
pc2_arousal,14,bottom, Gora,gery, depositphotos, subcontractors, 경우,同期, oiseaux,ocz, तभी, direktor,-83.4693,-76.3003,-75.5210,-74.5304,-73.2924,-73.2036,-72.5618,-71.7289,-71.0558,-70.9199
pc2_arousal,15,top, ello, viện, Murakami,ห้อง,urtle, 걸, truc,ạo,läufig, 흥,76.3705,75.8898,74.8920,74.7109,73.3754,72.3584,72.2008,71.7918,71.4320,71.2874
pc2_arousal,15,bottom,[[[[,ょ,压缩, energy, pay,しかった, discomfort,�,ydi,were,-66.9870,-65.6970,-63.5112,-62.0559,-61.4310,-61.4028,-60.3928,-60.1117,-59.5090,-58.9775
pc2_arousal,16,top, skal, showroom,Wow, السوق, membuatnya, bazaar, gimmick,릭터,OrCreate,usele,100.6366,92.1657,89.9814,89.9213,89.7943,88.4760,87.9333,87.9257,87.7006,87.6971
pc2_arousal,16,bottom, adenosine,resso, Responder,response, contre, adiabatic,disconnect,________________, Response,reaction,-87.6429,-87.3790,-83.9977,-82.3218,-81.7103,-81.3760,-81.3560,-80.8356,-79.6512,-79.5205
pc2_arousal,17,top, showroom, 자랑, skal, krij, showcase, السوق, showcases, membuatnya, classement, 展示,103.1466,102.1815,101.8801,100.6616,99.4163,98.2062,95.4718,95.0782,94.6877,94.5480
pc2_arousal,17,bottom,far, delay, softer, adenosine, উদ্বাস্তুদের, delayed, pending,pending, Delay, инвали,-92.4063,-89.5605,-86.8786,-84.0376,-83.6233,-83.5230,-82.8114,-82.1846,-81.3887,-81.2216
pc2_arousal,18,top,要有, involves, 利用,也就,利用,不得, 위해서, schul, any,为一个,77.4844,76.2778,69.0865,68.5619,68.3123,67.2838,65.9311,64.6223,64.3670,63.8766
pc2_arousal,18,bottom,례, kasus,Reaction, sayıda,lier,thousand, рассмотрим,덧, tougher, देखेंगे,-87.4918,-85.2542,-84.8638,-84.7433,-84.3759,-84.3092,-84.2005,-83.5854,-82.7231,-82.3651
pc2_arousal,19,top,릭터,!“,%!, boldly,"!"""," """").",?!,!}{,’!, wildly,94.9002,83.6750,83.1157,81.2873,80.5810,80.5737,80.2473,78.2749,77.6740,77.4813
pc2_arousal,19,bottom, bestimm,consumption,igste,replaceable,consumer,universal,equations, Equations,couple,residual,-94.4169,-80.5753,-72.5636,-72.5124,-71.9491,-71.6515,-70.9909,-70.6402,-70.2719,-69.9758
pc2_arousal,20,top,?!, hilarious, spectacularly, ridiculously, insanely, OMG, wildly, inventive,릭터,又有,98.8817,91.6919,89.0582,86.7994,82.9229,82.6972,82.3452,82.2571,81.0111,80.7832
pc2_arousal,20,bottom,resso, necesaria,remainder,consumption,summer,र्थ, unaffected, ermög, 감소,remain,-102.4659,-95.7440,-94.1190,-93.9849,-91.5272,-91.4981,-89.2687,-87.2183,-86.6778,-86.1551
